RIN,Primary Key,Date  Occurred,Time  Occurred,Location,Area  Command,Nature of Contact,Reason Desc,R2R Level,Master Subject ID,Subject  Sex,Subject  Race,Subject  Ethnicity,Subject Conduct Desc,Subject Resistance,Weapon Used 1,Weapon Used 2,Weapon Used 3,Weapon Used 4,Weapon Used 5,Number  Shots,Effect on Officer,Officer  Organization Desc,Officer  Commission Date,Officer Yrs of Service,X-Coordinate,Y-Coordinate,Council District,CENSUS_TRACT,ZIP,COUNTY,county description
207139,20182701888,9/27/2018 0:00,1223,2824 MORENO ST,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459665674: 20182701888,M,W,N,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,9/2/2018 0:00,0,3129061,10080503,9,3.06,78723,1,TRAVIS COUNTY
207422,20182701888,9/27/2018 0:00,1223,2824 MORENO ST,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459665674: 20182701888,M,W,N,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,7/8/2016 0:00,2,3129061,10080503,9,3.06,78723,1,TRAVIS COUNTY
207423,20182701888,9/27/2018 0:00,1223,2824 MORENO ST,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459665674: 20182701888,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,3/22/2013 0:00,6,3129061,10080503,9,3.06,78723,1,TRAVIS COUNTY
207424,20182701888,9/27/2018 0:00,1223,2824 MORENO ST,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459665674: 20182701888,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 700 REG I PATROL,12/22/2017 0:00,1,3129061,10080503,9,3.06,78723,1,TRAVIS COUNTY
207640,20182701888,9/27/2018 0:00,1223,2824 MORENO ST,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459665674: 20182701888,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,10/30/2015 0:00,3,3129061,10080503,9,3.06,78723,1,TRAVIS COUNTY
206965,20182690436,9/26/2018 0:00,,700 BLOCK COLORADO ST,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459714796: 20182690436,M,B,N,NO CONTRIBUTING CHARACTERISTICS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,GEORGE 200 REG I DAYS,6/27/2003 0:00,15,3114024,10071387,9,11,78701,1,TRAVIS COUNTY
206966,20182690436,9/26/2018 0:00,,700 BLOCK COLORADO ST,GE,5-VIEWED OFFENSE [non MV-Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459714796: 20182690436,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I EVENING,4/27/2007 0:00,11,3114024,10071387,9,11,78701,1,TRAVIS COUNTY
206947,20182690024,9/26/2018 0:00,,9300 S IH 35 SVRD SB,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459722092: 20182690024,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,9/2/2018 0:00,0,3100423,10033116,5,-,78748,1,TRAVIS COUNTY
207039,20182691587,9/26/2018 0:00,,E 7TH ST / N IH 35 SVRD SB,CH,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,459559054: 20182691587,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,12/12/2014 0:00,4,3116891,10070360,9,-,78701,1,TRAVIS COUNTY
207019,20182691597,9/26/2018 0:00,,200 CHICON ST,CH,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,458993184: 20182691597,F,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,12/12/2014 0:00,4,3120247,10067320,3,9.02,78702,1,TRAVIS COUNTY
207079,20182691597,9/26/2018 0:00,2200,200 CHICON ST,CH,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,216138856: 20182691597,F,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,3/20/2015 0:00,4,3120247,10067320,3,9.02,78702,1,TRAVIS COUNTY
207001,20182691489,9/26/2018 0:00,1800,8926 N LAMAR BLVD,ED,2-WARRANT SERVICE [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,458923676: 20182691489,M,W,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GANG SUPPRESSION UNIT OCD,1/4/2008 0:00,11,3127130,10104047,4,-,78758,1,TRAVIS COUNTY
207000,20182691489,9/26/2018 0:00,1810,8926 N LAMAR BLVD,ED,2-WARRANT SERVICE [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,458923676: 20182691489,M,W,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,GANG SUPPRESSION UNIT OCD,3/21/2014 0:00,5,3127130,10104047,4,-,78758,1,TRAVIS COUNTY
207043,20182690985,9/26/2018 0:00,1824,6708 CIRCLE S RD,FR,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,384056191: 20182690985,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 200 REG IV PATROL,11/30/2012 0:00,6,3103733,10042468,2,24.22,78745,1,TRAVIS COUNTY
206945,20182690024,9/26/2018 0:00,259,9300 S IH 35 SVRD SB,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459722092: 20182690024,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,11/30/2012 0:00,6,3100423,10033116,5,-,78748,1,TRAVIS COUNTY
206964,20182690436,9/26/2018 0:00,835,700 BLOCK COLORADO ST,GE,4-DISPATCHED CALL [non MV Stop],OTHER (DOCUMENT IN SUPPLEMENT),3,459714796: 20182690436,M,B,N,NO CONTRIBUTING CHARACTERISTICS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 200 REG I DAYS,10/7/2011 0:00,7,3114024,10071387,9,11,78701,1,TRAVIS COUNTY
207042,20182690985,9/26/2018 0:00,1514,6708 CIRCLE S RD,FR,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,384056191: 20182690985,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 200 REG IV PATROL,6/18/2004 0:00,14,3103733,10042468,2,24.22,78745,1,TRAVIS COUNTY
207041,20182690985,9/26/2018 0:00,1518,6708 CIRCLE S RD,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,384056191: 20182690985,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 200 REG IV PATROL,6/23/2006 0:00,12,3103733,10042468,2,24.22,78745,1,TRAVIS COUNTY
206946,20182690024,9/26/2018 0:00,106,9300 S IH 35 SVRD SB,FR,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459722092: 20182690024,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,4/23/2010 0:00,8,3100423,10033116,5,-,78748,1,TRAVIS COUNTY
206999,20182691489,9/26/2018 0:00,1710,8926 N LAMAR BLVD,ED,2-WARRANT SERVICE [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,458923676: 20182691489,M,W,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GANG SUPPRESSION UNIT OCD,3/23/2012 0:00,7,3127130,10104047,4,-,78758,1,TRAVIS COUNTY
207059,20182691533,9/26/2018 0:00,1931,1500 E 2ND ST,CH,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459374478: 20182691533,M,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,3/20/2015 0:00,4,3118746,10067933,3,-,78702,1,TRAVIS COUNTY
207040,20182690985,9/26/2018 0:00,1516,6708 CIRCLE S RD,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,384056191: 20182690985,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 200 REG IV PATROL,4/23/2010 0:00,8,3103733,10042468,2,24.22,78745,1,TRAVIS COUNTY
208920,20182690024,9/26/2018 0:00,1225,9300 S IH 35 SVRD SB,FR,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459722092: 20182690024,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,,1/2/1900 0:00,0,3100423,10033116,5,-,78748,1,TRAVIS COUNTY
206944,20182690024,9/26/2018 0:00,505,9300 S IH 35 SVRD SB,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459722092: 20182690024,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,9/2/2018 0:00,0,3100423,10033116,5,-,78748,1,TRAVIS COUNTY
206919,20182681375,9/25/2018 0:00,,2200 MANOR RD,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,23,459484394: 20182681375,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,4,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION 3,3/23/2012 0:00,7,3121578,10076879,9,4.01,78722,1,TRAVIS COUNTY
206941,20182681667,9/25/2018 0:00,,515 E SLAUGHTER LN,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,5043018: 20182681667,M,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 600 EVENINGS REG IV PATROL,11/13/2015 0:00,3,3103831,10032503,5,24.25,78744,1,TRAVIS COUNTY
206942,20182681667,9/25/2018 0:00,2100,515 E SLAUGHTER LN,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,5043018: 20182681667,M,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,FRANK 600 EVENINGS REG IV PATROL,6/23/2017 0:00,1,3103831,10032503,5,24.25,78744,1,TRAVIS COUNTY
207044,20182681300,9/25/2018 0:00,1652,2316 DOVE SPRINGS DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,317522565: 20182681300,F,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 200 REG IV PATROL,1/2/2009 0:00,10,3110921,10042277,2,24.12,78744,1,TRAVIS COUNTY
208340,20182681300,9/25/2018 0:00,1652,2316 DOVE SPRINGS DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,317522565: 20182681300,F,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 200 REG IV PATROL,6/27/2003 0:00,15,3110921,10042277,2,24.12,78744,1,TRAVIS COUNTY
206943,20182681679,9/25/2018 0:00,2132,2241 S IH 35 SVRD NB,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459197358: 20182681679,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,10/30/2015 0:00,3,3115513,10058348,9,-,78741,1,TRAVIS COUNTY
208140,20182681679,9/25/2018 0:00,2132,2241 S IH 35 SVRD NB,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459197358: 20182681679,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,10/28/2016 0:00,2,3115513,10058348,9,-,78741,1,TRAVIS COUNTY
206859,20182671463,9/24/2018 0:00,,1000 W 6TH ST,BA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,95950463: 20182671463,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,BAKER 300 REG I PATROL,6/23/2017 0:00,1,3110764,10071986,9,12,78703,1,TRAVIS COUNTY
206867,20182671715,9/24/2018 0:00,,W 6TH ST / LAVACA ST,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459672909: 20182671715,M,W,N,NO CONTRIBUTING CHARACTERISTICS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DWI TEAM 2 REG III HWY ENFORCEMENT,1/4/2008 0:00,11,3113549,10070972,9,-,78701,1,TRAVIS COUNTY
206865,20182671256,9/24/2018 0:00,,3801 S LAMAR BLVD NB,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO DEFEND REPORTING OFFICER,2,459666871: 20182671256,M,W,N,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE; PREPARATORY RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,DAVID 500 REG IV PATROL,7/8/2016 0:00,2,3099936,10059495,5,-,78704,1,TRAVIS COUNTY
206822,20182670579,9/24/2018 0:00,,6010 E RIVERSIDE DR,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459497690: 20182670579,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 100 REG III PATROL,3/21/2014 0:00,5,3126195,10055989,3,-,78741,1,TRAVIS COUNTY
206868,20182671431,9/24/2018 0:00,,500 SAN MARCOS ST,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,314638874: 20182671431,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 300 REG I EVENING,3/20/2015 0:00,4,3117459,10069533,3,-,78702,1,TRAVIS COUNTY
206866,20182671715,9/24/2018 0:00,,W 6TH ST / LAVACA ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459672909: 20182671715,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; AGGRESSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 900 REG I NIGHTS,7/8/1994 0:00,24,3113549,10070972,9,-,78701,1,TRAVIS COUNTY
206959,20182671496,9/24/2018 0:00,,7711 MANASSAS DR,FR,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,161092737: 20182671496,F,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,12/12/2014 0:00,4,3090711,10045225,5,17.28,78745,1,TRAVIS COUNTY
206860,20182671463,9/24/2018 0:00,1845,1000 W 6TH ST,BA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,95950463: 20182671463,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,GEORGE 700 REG 1 EVENING,3/20/2015 0:00,4,3110764,10071986,9,12,78703,1,TRAVIS COUNTY
206861,20182671463,9/24/2018 0:00,1845,1000 W 6TH ST,BA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,95950463: 20182671463,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 600 EVE REG I PATROL,7/8/2016 0:00,2,3110764,10071986,9,12,78703,1,TRAVIS COUNTY
206862,20182671463,9/24/2018 0:00,1845,1000 W 6TH ST,BA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,95950463: 20182671463,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,12/12/2014 0:00,4,3110764,10071986,9,12,78703,1,TRAVIS COUNTY
206962,20182671496,9/24/2018 0:00,1930,7711 MANASSAS DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,161092737: 20182671496,F,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,3/20/2015 0:00,4,3090711,10045225,5,17.28,78745,1,TRAVIS COUNTY
206839,20182671791,9/24/2018 0:00,2216,1700 CLUBVIEW AVE,HE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,459634708: 20182671791,M,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,HENRY 500 REG III PATROL,10/28/2016 0:00,2,3126615,10056663,3,23.18,78741,1,TRAVIS COUNTY
206960,20182671496,9/24/2018 0:00,1853,7711 MANASSAS DR,FR,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,161092737: 20182671496,F,W,H,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,9/1/2018 0:00,0,3090711,10045225,5,17.28,78745,1,TRAVIS COUNTY
206963,20182671791,9/24/2018 0:00,2214,1700 CLUBVIEW AVE,HE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459634708: 20182671791,M,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 500 REG III PATROL,6/23/2006 0:00,12,3126615,10056663,3,23.18,78741,1,TRAVIS COUNTY
206961,20182671496,9/24/2018 0:00,1847,7711 MANASSAS DR,FR,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,161092737: 20182671496,F,W,H,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,3/23/2012 0:00,7,3090711,10045225,5,17.28,78745,1,TRAVIS COUNTY
208419,20182671496,9/24/2018 0:00,1847,7711 MANASSAS DR,FR,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,161092737: 20182671496,F,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,,1/2/1900 0:00,0,3090711,10045225,5,17.28,78745,1,TRAVIS COUNTY
206784,20182660195,9/23/2018 0:00,,4320 S CONGRESS AVE,DA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459130851: 20182660195,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,12/22/2017 0:00,1,3107029,10052747,3,-,78745,1,TRAVIS COUNTY
207239,20182661082,9/23/2018 0:00,,11301 LAKELINE BLVD,AD,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459151740: 20182661082,F,W,N,NO CONTRIBUTING CHARACTERISTICS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,ADAM 600 EVENINGS REG II PATROL,3/21/2014 0:00,5,3094708,10147191,6,203.11,78717,2,WILLIAMSON COUNTY
206863,20182661139,9/23/2018 0:00,,709 MANKATO DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,156841513: 20182661139,F,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,12/22/2017 0:00,1,3092743,10029682,5,-,78748,1,TRAVIS COUNTY
206785,20182660195,9/23/2018 0:00,149,4320 S CONGRESS AVE,DA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459130851: 20182660195,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,12/22/2017 0:00,1,3107029,10052747,3,-,78745,1,TRAVIS COUNTY
206864,20182661139,9/23/2018 0:00,1700,709 MANKATO DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,156841513: 20182661139,F,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,6/20/2008 0:00,10,3092743,10029682,5,-,78748,1,TRAVIS COUNTY
